COMMUNITY,STATION_NAME,STARTDATE,TOTAL_BIKES
Edge Water,Broadway & Berwyn Ave,2013-09-27,14
Edge Water,Broadway & Berwyn Ave,2013-09-28,22
Edge Water,Broadway & Berwyn Ave,2013-09-29,29
Edge Water,Broadway & Berwyn Ave,2013-09-30,11
Edge Water,Broadway & Berwyn Ave,2013-10-01,11
Edge Water,Broadway & Berwyn Ave,2013-10-02,15
Edge Water,Broadway & Berwyn Ave,2013-10-03,10
Edge Water,Broadway & Berwyn Ave,2013-10-04,18
Edge Water,Broadway & Berwyn Ave,2013-10-05,13
Edge Water,Broadway & Berwyn Ave,2013-10-06,8
Edge Water,Broadway & Berwyn Ave,2013-10-07,17
Edge Water,Broadway & Berwyn Ave,2013-10-08,11
Edge Water,Broadway & Berwyn Ave,2013-10-09,8
Edge Water,Broadway & Berwyn Ave,2013-10-10,6
Edge Water,Broadway & Berwyn Ave,2013-10-11,19
Edge Water,Broadway & Berwyn Ave,2013-10-12,17
Edge Water,Broadway & Berwyn Ave,2013-10-13,41
Edge Water,Broadway & Berwyn Ave,2013-10-14,11
Edge Water,Broadway & Berwyn Ave,2013-10-15,10
Edge Water,Broadway & Berwyn Ave,2013-10-16,5
Edge Water,Broadway & Berwyn Ave,2013-10-17,3
Edge Water,Broadway & Berwyn Ave,2013-10-18,4
Edge Water,Broadway & Berwyn Ave,2013-10-19,12
Edge Water,Broadway & Berwyn Ave,2013-10-20,12
Edge Water,Broadway & Berwyn Ave,2013-10-21,11
Edge Water,Broadway & Berwyn Ave,2013-10-22,7
Edge Water,Broadway & Berwyn Ave,2013-10-23,8
Edge Water,Broadway & Berwyn Ave,2013-10-24,4
Edge Water,Broadway & Berwyn Ave,2013-10-25,9
Edge Water,Broadway & Berwyn Ave,2013-10-26,7
Edge Water,Broadway & Berwyn Ave,2013-10-27,15
Edge Water,Broadway & Berwyn Ave,2013-10-28,7
Edge Water,Broadway & Berwyn Ave,2013-10-29,2
Edge Water,Broadway & Berwyn Ave,2013-10-30,4
Edge Water,Broadway & Berwyn Ave,2013-11-01,3
Edge Water,Broadway & Berwyn Ave,2013-11-02,3
Edge Water,Broadway & Berwyn Ave,2013-11-03,17
Edge Water,Broadway & Berwyn Ave,2013-11-04,7
Edge Water,Broadway & Berwyn Ave,2013-11-05,2
Edge Water,Broadway & Berwyn Ave,2013-11-06,1
Edge Water,Broadway & Berwyn Ave,2013-11-07,3
Edge Water,Broadway & Berwyn Ave,2013-11-08,8
Edge Water,Broadway & Berwyn Ave,2013-11-09,9
Edge Water,Broadway & Berwyn Ave,2013-11-10,10
Edge Water,Broadway & Berwyn Ave,2013-11-11,1
Edge Water,Broadway & Berwyn Ave,2013-11-12,3
Edge Water,Broadway & Berwyn Ave,2013-11-13,2
Edge Water,Broadway & Berwyn Ave,2013-11-14,1
Edge Water,Broadway & Berwyn Ave,2013-11-15,2
Edge Water,Broadway & Berwyn Ave,2013-11-16,4
Edge Water,Broadway & Berwyn Ave,2013-11-17,4
Edge Water,Broadway & Berwyn Ave,2013-11-18,1
Edge Water,Broadway & Berwyn Ave,2013-11-19,3
Edge Water,Broadway & Berwyn Ave,2013-11-20,2
Edge Water,Broadway & Berwyn Ave,2013-11-22,4
Edge Water,Broadway & Berwyn Ave,2013-11-24,3
Edge Water,Broadway & Berwyn Ave,2013-11-25,1
Edge Water,Broadway & Berwyn Ave,2013-11-26,1
Edge Water,Broadway & Berwyn Ave,2013-11-28,3
Edge Water,Broadway & Berwyn Ave,2013-11-29,3
Edge Water,Broadway & Berwyn Ave,2013-11-30,6
Edge Water,Broadway & Berwyn Ave,2013-12-01,5
Edge Water,Broadway & Berwyn Ave,2013-12-02,1
Edge Water,Broadway & Berwyn Ave,2013-12-03,2
Edge Water,Broadway & Berwyn Ave,2013-12-04,2
Edge Water,Broadway & Berwyn Ave,2013-12-05,1
Edge Water,Broadway & Berwyn Ave,2013-12-06,3
Edge Water,Broadway & Berwyn Ave,2013-12-13,1
Edge Water,Broadway & Berwyn Ave,2013-12-14,3
Edge Water,Broadway & Berwyn Ave,2013-12-16,1
Edge Water,Broadway & Berwyn Ave,2013-12-17,2
Edge Water,Broadway & Berwyn Ave,2013-12-18,1
Edge Water,Broadway & Berwyn Ave,2013-12-21,3
Edge Water,Broadway & Berwyn Ave,2013-12-22,1
Edge Water,Broadway & Berwyn Ave,2013-12-27,1
Edge Water,Broadway & Berwyn Ave,2013-12-28,4
Edge Water,Broadway & Berwyn Ave,2013-12-30,4
Grand Boulevard,Indiana Ave & 40th St,2013-08-15,1
Grand Boulevard,Indiana Ave & 40th St,2013-08-16,1
Grand Boulevard,Indiana Ave & 40th St,2013-08-19,1
Grand Boulevard,Indiana Ave & 40th St,2013-08-20,4
Grand Boulevard,Indiana Ave & 40th St,2013-08-21,3
Grand Boulevard,Indiana Ave & 40th St,2013-08-23,1
Grand Boulevard,Indiana Ave & 40th St,2013-08-24,1
Grand Boulevard,Indiana Ave & 40th St,2013-08-25,4
Grand Boulevard,Indiana Ave & 40th St,2013-08-26,1
Grand Boulevard,Indiana Ave & 40th St,2013-08-27,2
Grand Boulevard,Indiana Ave & 40th St,2013-08-28,1
Grand Boulevard,Indiana Ave & 40th St,2013-09-01,1
Grand Boulevard,Indiana Ave & 40th St,2013-09-02,3
Grand Boulevard,Indiana Ave & 40th St,2013-09-04,6
Grand Boulevard,Indiana Ave & 40th St,2013-09-05,4
Grand Boulevard,Indiana Ave & 40th St,2013-09-07,6
Grand Boulevard,Indiana Ave & 40th St,2013-09-09,3
Grand Boulevard,Indiana Ave & 40th St,2013-09-10,1
Grand Boulevard,Indiana Ave & 40th St,2013-09-11,1
Grand Boulevard,Indiana Ave & 40th St,2013-09-12,3
Grand Boulevard,Indiana Ave & 40th St,2013-09-14,1
Grand Boulevard,Indiana Ave & 40th St,2013-09-17,1
Grand Boulevard,Indiana Ave & 40th St,2013-09-19,3
Grand Boulevard,Indiana Ave & 40th St,2013-09-20,3
Grand Boulevard,Indiana Ave & 40th St,2013-09-21,15
Grand Boulevard,Indiana Ave & 40th St,2013-09-22,4
Grand Boulevard,Indiana Ave & 40th St,2013-09-23,3
Grand Boulevard,Indiana Ave & 40th St,2013-09-24,2
Grand Boulevard,Indiana Ave & 40th St,2013-09-25,2
Grand Boulevard,Indiana Ave & 40th St,2013-09-28,4
Grand Boulevard,Indiana Ave & 40th St,2013-09-29,3
Grand Boulevard,Indiana Ave & 40th St,2013-09-30,1
Grand Boulevard,Indiana Ave & 40th St,2013-10-01,3
Grand Boulevard,Indiana Ave & 40th St,2013-10-02,2
Grand Boulevard,Indiana Ave & 40th St,2013-10-05,2
Grand Boulevard,Indiana Ave & 40th St,2013-10-07,1
Grand Boulevard,Indiana Ave & 40th St,2013-10-08,2
Grand Boulevard,Indiana Ave & 40th St,2013-10-09,1
Grand Boulevard,Indiana Ave & 40th St,2013-10-10,1
Grand Boulevard,Indiana Ave & 40th St,2013-10-14,1
Grand Boulevard,Indiana Ave & 40th St,2013-10-18,1
Grand Boulevard,Indiana Ave & 40th St,2013-10-19,2
Grand Boulevard,Indiana Ave & 40th St,2013-10-22,1
Grand Boulevard,Indiana Ave & 40th St,2013-10-24,1
Grand Boulevard,Indiana Ave & 40th St,2013-10-28,1
Grand Boulevard,Indiana Ave & 40th St,2013-10-29,2
Grand Boulevard,Indiana Ave & 40th St,2013-11-03,1
Grand Boulevard,Indiana Ave & 40th St,2013-11-04,1
Grand Boulevard,Indiana Ave & 40th St,2013-11-07,2
Grand Boulevard,Indiana Ave & 40th St,2013-11-10,1
Grand Boulevard,Indiana Ave & 40th St,2013-11-26,1
Grand Boulevard,Indiana Ave & 40th St,2013-11-27,2
Grand Boulevard,Indiana Ave & 40th St,2013-12-03,1
Grand Boulevard,Indiana Ave & 40th St,2013-12-21,1
Grand Boulevard,Indiana Ave & 40th St,2013-12-29,1
Grand Boulevard,King Dr & 47th St,2013-08-15,4
Grand Boulevard,King Dr & 47th St,2013-08-16,1
Grand Boulevard,King Dr & 47th St,2013-08-17,2
Grand Boulevard,King Dr & 47th St,2013-08-18,3
Grand Boulevard,King Dr & 47th St,2013-08-19,7
Grand Boulevard,King Dr & 47th St,2013-08-20,10
Grand Boulevard,King Dr & 47th St,2013-08-21,4
Grand Boulevard,King Dr & 47th St,2013-08-22,8
Grand Boulevard,King Dr & 47th St,2013-08-23,1
Grand Boulevard,King Dr & 47th St,2013-08-24,5
Grand Boulevard,King Dr & 47th St,2013-08-25,14
Grand Boulevard,King Dr & 47th St,2013-08-26,6
Grand Boulevard,King Dr & 47th St,2013-08-27,4
Grand Boulevard,King Dr & 47th St,2013-08-28,5
Grand Boulevard,King Dr & 47th St,2013-08-29,5
Grand Boulevard,King Dr & 47th St,2013-08-30,4
Grand Boulevard,King Dr & 47th St,2013-08-31,2
Grand Boulevard,King Dr & 47th St,2013-09-01,1
Grand Boulevard,King Dr & 47th St,2013-09-02,5
Grand Boulevard,King Dr & 47th St,2013-09-04,1
Grand Boulevard,King Dr & 47th St,2013-09-06,3
Grand Boulevard,King Dr & 47th St,2013-09-07,9
Grand Boulevard,King Dr & 47th St,2013-09-08,13
Grand Boulevard,King Dr & 47th St,2013-09-09,4
Grand Boulevard,King Dr & 47th St,2013-09-10,3
Grand Boulevard,King Dr & 47th St,2013-09-11,1
Grand Boulevard,King Dr & 47th St,2013-09-12,3
Grand Boulevard,King Dr & 47th St,2013-09-13,2
Grand Boulevard,King Dr & 47th St,2013-09-16,1
Grand Boulevard,King Dr & 47th St,2013-09-17,1
Grand Boulevard,King Dr & 47th St,2013-09-18,3
Grand Boulevard,King Dr & 47th St,2013-09-19,1
Grand Boulevard,King Dr & 47th St,2013-09-20,2
Grand Boulevard,King Dr & 47th St,2013-09-21,2
Grand Boulevard,King Dr & 47th St,2013-09-22,2
Grand Boulevard,King Dr & 47th St,2013-09-23,4
Grand Boulevard,King Dr & 47th St,2013-09-24,5
Grand Boulevard,King Dr & 47th St,2013-09-25,2
Grand Boulevard,King Dr & 47th St,2013-09-26,2
Grand Boulevard,King Dr & 47th St,2013-09-27,4
Grand Boulevard,King Dr & 47th St,2013-09-28,2
Grand Boulevard,King Dr & 47th St,2013-09-30,1
Grand Boulevard,King Dr & 47th St,2013-10-01,2
Grand Boulevard,King Dr & 47th St,2013-10-02,1
Grand Boulevard,King Dr & 47th St,2013-10-04,4
Grand Boulevard,King Dr & 47th St,2013-10-05,1
Grand Boulevard,King Dr & 47th St,2013-10-06,3
Grand Boulevard,King Dr & 47th St,2013-10-09,2
Grand Boulevard,King Dr & 47th St,2013-10-10,1
Grand Boulevard,King Dr & 47th St,2013-10-11,3
Grand Boulevard,King Dr & 47th St,2013-10-12,7
Grand Boulevard,King Dr & 47th St,2013-10-13,1
Grand Boulevard,King Dr & 47th St,2013-10-14,3
Grand Boulevard,King Dr & 47th St,2013-10-15,1
Grand Boulevard,King Dr & 47th St,2013-10-17,1
Grand Boulevard,King Dr & 47th St,2013-10-18,1
Grand Boulevard,King Dr & 47th St,2013-10-20,2
Grand Boulevard,King Dr & 47th St,2013-10-22,1
Grand Boulevard,King Dr & 47th St,2013-10-23,1
Grand Boulevard,King Dr & 47th St,2013-10-24,1
Grand Boulevard,King Dr & 47th St,2013-10-30,1
Grand Boulevard,King Dr & 47th St,2013-10-31,1
Grand Boulevard,King Dr & 47th St,2013-11-06,1
Grand Boulevard,King Dr & 47th St,2013-11-12,1
Grand Boulevard,King Dr & 47th St,2013-11-13,1
Grand Boulevard,King Dr & 47th St,2013-11-15,1
Grand Boulevard,King Dr & 47th St,2013-11-20,1
Grand Boulevard,King Dr & 47th St,2013-11-21,2
Grand Boulevard,King Dr & 47th St,2013-11-23,1
Grand Boulevard,King Dr & 47th St,2013-12-03,1
Grand Boulevard,King Dr & 47th St,2013-12-09,1
Grand Boulevard,King Dr & 47th St,2013-12-10,1
Grand Boulevard,King Dr & 47th St,2013-12-19,2
Grand Boulevard,King Dr & 47th St,2013-12-20,1
Grand Boulevard,King Dr & 47th St,2013-12-22,1
Grand Boulevard,King Dr & 47th St,2013-12-29,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-06-30,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-01,3
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-02,2
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-03,3
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-04,2
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-06,4
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-07,3
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-08,3
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-09,2
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-10,6
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-11,3
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-12,5
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-13,2
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-14,2
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-15,7
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-16,6
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-17,2
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-18,5
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-19,2
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-20,5
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-21,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-22,7
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-23,4
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-24,13
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-25,6
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-26,4
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-27,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-28,7
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-29,6
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-30,3
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-07-31,6
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-01,4
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-02,9
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-03,6
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-04,2
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-05,2
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-06,10
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-07,5
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-08,6
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-09,8
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-10,4
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-11,3
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-12,3
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-13,6
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-14,10
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-15,7
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-16,7
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-17,9
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-18,16
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-19,7
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-20,8
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-21,8
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-22,6
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-23,10
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-24,7
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-25,16
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-26,13
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-27,9
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-28,7
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-29,12
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-30,12
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-08-31,6
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-01,10
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-02,16
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-03,6
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-04,7
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-05,9
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-06,15
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-07,9
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-08,5
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-09,11
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-10,8
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-11,6
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-12,6
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-13,6
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-14,14
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-16,5
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-17,12
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-18,5
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-19,9
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-20,9
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-21,13
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-22,8
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-23,5
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-24,7
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-25,9
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-26,4
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-27,5
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-28,10
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-29,6
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-09-30,5
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-01,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-02,6
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-03,6
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-04,7
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-05,3
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-06,3
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-07,7
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-08,10
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-09,7
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-10,5
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-11,6
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-12,3
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-13,6
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-14,3
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-15,2
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-17,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-19,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-21,2
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-22,3
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-23,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-24,4
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-25,2
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-26,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-27,6
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-28,3
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-29,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-30,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-10-31,2
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-11-02,2
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-11-07,2
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-11-08,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-11-12,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-11-13,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-11-14,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-11-15,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-11-19,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-11-20,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-11-21,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-11-23,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-11-25,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-11-27,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-11-28,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-12-02,3
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-12-03,3
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-12-04,2
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-12-05,1
Grand Boulevard,Martin Luther King Dr & Oakwood Blvd,2013-12-19,1
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-06-29,2
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-06-30,2
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-01,3
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-02,5
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-03,2
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-04,4
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-05,3
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-06,1
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-07,1
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-08,1
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-09,2
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-10,1
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-11,1
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-12,1
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-15,4
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-17,1
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-18,4
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-19,1
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-20,1
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-21,1
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-22,3
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-23,4
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-24,2
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-25,5
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-26,2
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-27,6
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-28,4
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-29,5
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-30,3
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-07-31,3
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-01,2
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-02,3
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-03,4
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-04,3
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-05,6
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-06,3
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-07,6
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-08,4
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-09,2
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-10,3
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-11,3
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-12,6
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-13,1
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-14,4
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-15,3
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-16,6
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-17,3
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-18,7
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-19,5
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-20,11
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-21,5
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-22,5
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-23,9
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-24,4
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-25,4
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-26,5
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-27,6
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-28,6
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-29,10
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-30,4
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-08-31,3
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-09-01,12
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-09-02,18
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-09-03,4
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-09-04,9
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-09-05,13
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-09-06,10
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-09-07,8
Hyde Park,Blackstone Ave & Hyde Park Blvd,2013-09-08,14
