COMMUNITY,STATION_NAME,STARTDATE,TOTAL_BIKES
Bridgeport,Emerald Ave & 28th St,2013-11-22,1
Bridgeport,Emerald Ave & 28th St,2013-11-24,1
Bridgeport,Emerald Ave & 28th St,2013-11-25,1
Bridgeport,Emerald Ave & 28th St,2013-11-27,1
Bridgeport,Emerald Ave & 28th St,2013-12-01,2
Bridgeport,Emerald Ave & 28th St,2013-12-02,1
Bridgeport,Emerald Ave & 28th St,2013-12-04,2
Bridgeport,Emerald Ave & 28th St,2013-12-05,1
Bridgeport,Emerald Ave & 28th St,2013-12-06,1
Bridgeport,Emerald Ave & 28th St,2013-12-07,2
Bridgeport,Emerald Ave & 28th St,2013-12-15,1
Bridgeport,Emerald Ave & 28th St,2013-12-18,1
Bridgeport,Emerald Ave & 28th St,2013-12-19,1
Bridgeport,Emerald Ave & 28th St,2013-12-23,1
Bridgeport,Emerald Ave & 28th St,2013-12-27,1
Bridgeport,Emerald Ave & 28th St,2013-12-28,7
Bridgeport,Emerald Ave & 28th St,2013-12-29,1
Bridgeport,Emerald Ave & 28th St,2013-12-31,1
Bridgeport,Emerald Ave & 31st St,2013-09-28,1
Bridgeport,Emerald Ave & 31st St,2013-09-29,3
Bridgeport,Emerald Ave & 31st St,2013-10-01,2
Bridgeport,Emerald Ave & 31st St,2013-10-02,4
Bridgeport,Emerald Ave & 31st St,2013-10-03,3
Bridgeport,Emerald Ave & 31st St,2013-10-04,3
Bridgeport,Emerald Ave & 31st St,2013-10-05,3
Bridgeport,Emerald Ave & 31st St,2013-10-06,3
Bridgeport,Emerald Ave & 31st St,2013-10-07,3
Bridgeport,Emerald Ave & 31st St,2013-10-08,1
Bridgeport,Emerald Ave & 31st St,2013-10-09,5
Bridgeport,Emerald Ave & 31st St,2013-10-10,5
Bridgeport,Emerald Ave & 31st St,2013-10-11,8
Bridgeport,Emerald Ave & 31st St,2013-10-12,2
Bridgeport,Emerald Ave & 31st St,2013-10-13,8
Bridgeport,Emerald Ave & 31st St,2013-10-14,4
Bridgeport,Emerald Ave & 31st St,2013-10-15,5
Bridgeport,Emerald Ave & 31st St,2013-10-16,6
Bridgeport,Emerald Ave & 31st St,2013-10-17,3
Bridgeport,Emerald Ave & 31st St,2013-10-18,3
Bridgeport,Emerald Ave & 31st St,2013-10-19,4
Bridgeport,Emerald Ave & 31st St,2013-10-20,4
Bridgeport,Emerald Ave & 31st St,2013-10-21,3
Bridgeport,Emerald Ave & 31st St,2013-10-22,4
Bridgeport,Emerald Ave & 31st St,2013-10-23,4
Bridgeport,Emerald Ave & 31st St,2013-10-24,2
Bridgeport,Emerald Ave & 31st St,2013-10-25,4
Bridgeport,Emerald Ave & 31st St,2013-10-26,3
Bridgeport,Emerald Ave & 31st St,2013-10-27,2
Bridgeport,Emerald Ave & 31st St,2013-10-28,2
Bridgeport,Emerald Ave & 31st St,2013-10-29,2
Bridgeport,Emerald Ave & 31st St,2013-10-30,2
Bridgeport,Emerald Ave & 31st St,2013-10-31,2
Bridgeport,Emerald Ave & 31st St,2013-11-01,4
Bridgeport,Emerald Ave & 31st St,2013-11-02,2
Bridgeport,Emerald Ave & 31st St,2013-11-03,5
Bridgeport,Emerald Ave & 31st St,2013-11-04,3
Bridgeport,Emerald Ave & 31st St,2013-11-05,4
Bridgeport,Emerald Ave & 31st St,2013-11-06,2
Bridgeport,Emerald Ave & 31st St,2013-11-07,3
Bridgeport,Emerald Ave & 31st St,2013-11-08,5
Bridgeport,Emerald Ave & 31st St,2013-11-09,3
Bridgeport,Emerald Ave & 31st St,2013-11-10,5
Bridgeport,Emerald Ave & 31st St,2013-11-11,2
Bridgeport,Emerald Ave & 31st St,2013-11-12,3
Bridgeport,Emerald Ave & 31st St,2013-11-13,2
Bridgeport,Emerald Ave & 31st St,2013-11-14,4
Bridgeport,Emerald Ave & 31st St,2013-11-15,6
Bridgeport,Emerald Ave & 31st St,2013-11-17,2
Bridgeport,Emerald Ave & 31st St,2013-11-18,4
Bridgeport,Emerald Ave & 31st St,2013-11-19,4
Bridgeport,Emerald Ave & 31st St,2013-11-20,7
Bridgeport,Emerald Ave & 31st St,2013-11-21,5
Bridgeport,Emerald Ave & 31st St,2013-11-22,3
Bridgeport,Emerald Ave & 31st St,2013-11-24,1
Bridgeport,Emerald Ave & 31st St,2013-11-25,2
Bridgeport,Emerald Ave & 31st St,2013-11-26,1
Bridgeport,Emerald Ave & 31st St,2013-11-27,3
Bridgeport,Emerald Ave & 31st St,2013-11-28,2
Bridgeport,Emerald Ave & 31st St,2013-11-29,1
Bridgeport,Emerald Ave & 31st St,2013-11-30,1
Bridgeport,Emerald Ave & 31st St,2013-12-02,2
Bridgeport,Emerald Ave & 31st St,2013-12-03,3
Bridgeport,Emerald Ave & 31st St,2013-12-04,4
Bridgeport,Emerald Ave & 31st St,2013-12-05,3
Bridgeport,Emerald Ave & 31st St,2013-12-06,3
Bridgeport,Emerald Ave & 31st St,2013-12-07,1
Bridgeport,Emerald Ave & 31st St,2013-12-08,1
Bridgeport,Emerald Ave & 31st St,2013-12-09,1
Bridgeport,Emerald Ave & 31st St,2013-12-10,2
Bridgeport,Emerald Ave & 31st St,2013-12-12,1
Bridgeport,Emerald Ave & 31st St,2013-12-13,1
Bridgeport,Emerald Ave & 31st St,2013-12-15,3
Bridgeport,Emerald Ave & 31st St,2013-12-16,3
Bridgeport,Emerald Ave & 31st St,2013-12-17,1
Bridgeport,Emerald Ave & 31st St,2013-12-18,3
Bridgeport,Emerald Ave & 31st St,2013-12-19,5
Bridgeport,Emerald Ave & 31st St,2013-12-20,2
Bridgeport,Emerald Ave & 31st St,2013-12-21,5
Bridgeport,Emerald Ave & 31st St,2013-12-23,3
Bridgeport,Emerald Ave & 31st St,2013-12-24,1
Bridgeport,Emerald Ave & 31st St,2013-12-26,1
Bridgeport,Emerald Ave & 31st St,2013-12-27,2
Bridgeport,Emerald Ave & 31st St,2013-12-30,2
Bridgeport,Emerald Ave & 31st St,2013-12-31,1
Bridgeport,Halsted St & 35th St,2013-06-28,3
Bridgeport,Halsted St & 35th St,2013-06-29,4
Bridgeport,Halsted St & 35th St,2013-06-30,5
Bridgeport,Halsted St & 35th St,2013-07-01,2
Bridgeport,Halsted St & 35th St,2013-07-02,2
Bridgeport,Halsted St & 35th St,2013-07-03,4
Bridgeport,Halsted St & 35th St,2013-07-04,15
Bridgeport,Halsted St & 35th St,2013-07-05,9
Bridgeport,Halsted St & 35th St,2013-07-06,1
Bridgeport,Halsted St & 35th St,2013-07-07,1
Bridgeport,Halsted St & 35th St,2013-07-08,6
Bridgeport,Halsted St & 35th St,2013-07-09,2
Bridgeport,Halsted St & 35th St,2013-07-10,8
Bridgeport,Halsted St & 35th St,2013-07-11,8
Bridgeport,Halsted St & 35th St,2013-07-12,11
Bridgeport,Halsted St & 35th St,2013-07-13,11
Bridgeport,Halsted St & 35th St,2013-07-14,16
Bridgeport,Halsted St & 35th St,2013-07-15,4
Bridgeport,Halsted St & 35th St,2013-07-18,6
Bridgeport,Halsted St & 35th St,2013-07-19,8
Bridgeport,Halsted St & 35th St,2013-07-20,8
Bridgeport,Halsted St & 35th St,2013-07-21,22
Bridgeport,Halsted St & 35th St,2013-07-22,15
Bridgeport,Halsted St & 35th St,2013-07-23,10
Bridgeport,Halsted St & 35th St,2013-07-24,6
Bridgeport,Halsted St & 35th St,2013-07-25,11
Bridgeport,Halsted St & 35th St,2013-07-26,7
Bridgeport,Halsted St & 35th St,2013-07-27,22
Bridgeport,Halsted St & 35th St,2013-07-28,12
Bridgeport,Halsted St & 35th St,2013-07-29,12
Bridgeport,Halsted St & 35th St,2013-07-30,7
Bridgeport,Halsted St & 35th St,2013-07-31,6
Bridgeport,Halsted St & 35th St,2013-08-01,9
Bridgeport,Halsted St & 35th St,2013-08-02,7
Bridgeport,Halsted St & 35th St,2013-08-03,17
Bridgeport,Halsted St & 35th St,2013-08-04,7
Bridgeport,Halsted St & 35th St,2013-08-05,1
Bridgeport,Halsted St & 35th St,2013-08-06,6
Bridgeport,Halsted St & 35th St,2013-08-07,7
Bridgeport,Halsted St & 35th St,2013-08-08,3
Bridgeport,Halsted St & 35th St,2013-08-09,6
Bridgeport,Halsted St & 35th St,2013-08-10,28
Bridgeport,Halsted St & 35th St,2013-08-11,14
Bridgeport,Halsted St & 35th St,2013-08-12,9
Bridgeport,Halsted St & 35th St,2013-08-13,8
Bridgeport,Halsted St & 35th St,2013-08-14,1
Bridgeport,Halsted St & 35th St,2013-08-15,4
Bridgeport,Halsted St & 35th St,2013-08-16,6
Bridgeport,Halsted St & 35th St,2013-08-17,21
Bridgeport,Halsted St & 35th St,2013-08-18,24
Bridgeport,Halsted St & 35th St,2013-08-19,15
Bridgeport,Halsted St & 35th St,2013-08-20,12
Bridgeport,Halsted St & 35th St,2013-08-21,6
Bridgeport,Halsted St & 35th St,2013-08-22,7
Bridgeport,Halsted St & 35th St,2013-08-23,15
Bridgeport,Halsted St & 35th St,2013-08-24,25
Bridgeport,Halsted St & 35th St,2013-08-25,17
Bridgeport,Halsted St & 35th St,2013-08-26,8
Bridgeport,Halsted St & 35th St,2013-08-27,7
Bridgeport,Halsted St & 35th St,2013-08-28,8
Bridgeport,Halsted St & 35th St,2013-08-29,11
Bridgeport,Halsted St & 35th St,2013-08-30,8
Bridgeport,Halsted St & 35th St,2013-08-31,9
Bridgeport,Halsted St & 35th St,2013-09-01,37
Bridgeport,Halsted St & 35th St,2013-09-02,27
Bridgeport,Halsted St & 35th St,2013-09-03,7
Bridgeport,Halsted St & 35th St,2013-09-04,7
Bridgeport,Halsted St & 35th St,2013-09-05,9
Bridgeport,Halsted St & 35th St,2013-09-06,18
Bridgeport,Halsted St & 35th St,2013-09-07,12
Bridgeport,Halsted St & 35th St,2013-09-08,9
Bridgeport,Halsted St & 35th St,2013-09-09,8
Bridgeport,Halsted St & 35th St,2013-09-10,4
Bridgeport,Halsted St & 35th St,2013-09-11,9
Bridgeport,Halsted St & 35th St,2013-09-12,6
Bridgeport,Halsted St & 35th St,2013-09-13,3
Bridgeport,Halsted St & 35th St,2013-09-14,18
Bridgeport,Halsted St & 35th St,2013-09-16,5
Bridgeport,Halsted St & 35th St,2013-09-17,7
Bridgeport,Halsted St & 35th St,2013-09-18,6
Bridgeport,Halsted St & 35th St,2013-09-19,6
Bridgeport,Halsted St & 35th St,2013-09-20,9
Bridgeport,Halsted St & 35th St,2013-09-21,14
Bridgeport,Halsted St & 35th St,2013-09-22,12
Bridgeport,Halsted St & 35th St,2013-09-23,2
Bridgeport,Halsted St & 35th St,2013-09-24,9
Bridgeport,Halsted St & 35th St,2013-09-25,8
Bridgeport,Halsted St & 35th St,2013-09-26,7
Bridgeport,Halsted St & 35th St,2013-09-27,14
Bridgeport,Halsted St & 35th St,2013-09-28,13
Bridgeport,Halsted St & 35th St,2013-10-01,3
Bridgeport,Halsted St & 35th St,2013-10-02,5
Bridgeport,Halsted St & 35th St,2013-10-03,1
Bridgeport,Halsted St & 35th St,2013-10-04,6
Bridgeport,Halsted St & 35th St,2013-10-06,2
Bridgeport,Halsted St & 35th St,2013-10-07,3
Bridgeport,Halsted St & 35th St,2013-10-08,3
Bridgeport,Halsted St & 35th St,2013-10-09,2
Bridgeport,Halsted St & 35th St,2013-10-10,2
Bridgeport,Halsted St & 35th St,2013-10-11,4
Bridgeport,Halsted St & 35th St,2013-10-12,2
Bridgeport,Halsted St & 35th St,2013-10-13,4
Bridgeport,Halsted St & 35th St,2013-10-14,6
Bridgeport,Halsted St & 35th St,2013-10-15,1
Bridgeport,Halsted St & 35th St,2013-10-16,2
Bridgeport,Halsted St & 35th St,2013-10-19,3
Bridgeport,Halsted St & 35th St,2013-10-20,1
Bridgeport,Halsted St & 35th St,2013-10-21,2
Bridgeport,Halsted St & 35th St,2013-10-22,1
Bridgeport,Halsted St & 35th St,2013-10-23,4
Bridgeport,Halsted St & 35th St,2013-10-24,2
Bridgeport,Halsted St & 35th St,2013-10-25,3
Bridgeport,Halsted St & 35th St,2013-10-26,2
Bridgeport,Halsted St & 35th St,2013-10-27,1
Bridgeport,Halsted St & 35th St,2013-10-28,1
Bridgeport,Halsted St & 35th St,2013-10-29,3
Bridgeport,Halsted St & 35th St,2013-10-30,1
Bridgeport,Halsted St & 35th St,2013-10-31,1
Bridgeport,Halsted St & 35th St,2013-11-01,2
Bridgeport,Halsted St & 35th St,2013-11-02,3
Bridgeport,Halsted St & 35th St,2013-11-03,1
Bridgeport,Halsted St & 35th St,2013-11-06,2
Bridgeport,Halsted St & 35th St,2013-11-07,2
Bridgeport,Halsted St & 35th St,2013-11-08,1
Bridgeport,Halsted St & 35th St,2013-11-09,3
Bridgeport,Halsted St & 35th St,2013-11-10,4
Bridgeport,Halsted St & 35th St,2013-11-11,1
Bridgeport,Halsted St & 35th St,2013-11-12,1
Bridgeport,Halsted St & 35th St,2013-11-13,2
Bridgeport,Halsted St & 35th St,2013-11-14,2
Bridgeport,Halsted St & 35th St,2013-11-16,1
Bridgeport,Halsted St & 35th St,2013-11-19,2
Bridgeport,Halsted St & 35th St,2013-11-20,1
Bridgeport,Halsted St & 35th St,2013-11-21,3
Bridgeport,Halsted St & 35th St,2013-11-22,1
Bridgeport,Halsted St & 35th St,2013-11-26,1
Bridgeport,Halsted St & 35th St,2013-11-28,1
Bridgeport,Halsted St & 35th St,2013-11-30,1
Bridgeport,Halsted St & 35th St,2013-12-04,2
Bridgeport,Halsted St & 35th St,2013-12-05,1
Bridgeport,Halsted St & 35th St,2013-12-10,2
Bridgeport,Halsted St & 35th St,2013-12-11,1
Bridgeport,Halsted St & 35th St,2013-12-12,1
Bridgeport,Halsted St & 35th St,2013-12-13,1
Bridgeport,Halsted St & 35th St,2013-12-17,2
Bridgeport,Halsted St & 35th St,2013-12-18,1
Bridgeport,Halsted St & 35th St,2013-12-19,2
Bridgeport,Halsted St & 35th St,2013-12-20,1
Bridgeport,Halsted St & 35th St,2013-12-21,1
Bridgeport,Halsted St & 35th St,2013-12-22,2
Bridgeport,Halsted St & 35th St,2013-12-23,1
Bridgeport,Halsted St & 35th St,2013-12-28,1
Bridgeport,Halsted St & Archer Ave,2013-08-15,3
Bridgeport,Halsted St & Archer Ave,2013-08-16,5
Bridgeport,Halsted St & Archer Ave,2013-08-17,4
Bridgeport,Halsted St & Archer Ave,2013-08-18,8
Bridgeport,Halsted St & Archer Ave,2013-08-19,7
Bridgeport,Halsted St & Archer Ave,2013-08-20,13
Bridgeport,Halsted St & Archer Ave,2013-08-21,12
Bridgeport,Halsted St & Archer Ave,2013-08-22,1
Bridgeport,Halsted St & Archer Ave,2013-08-23,8
Bridgeport,Halsted St & Archer Ave,2013-08-24,5
Bridgeport,Halsted St & Archer Ave,2013-08-25,4
Bridgeport,Halsted St & Archer Ave,2013-08-26,6
Bridgeport,Halsted St & Archer Ave,2013-08-27,15
Bridgeport,Halsted St & Archer Ave,2013-08-28,8
Bridgeport,Halsted St & Archer Ave,2013-08-29,5
Bridgeport,Halsted St & Archer Ave,2013-08-30,2
Bridgeport,Halsted St & Archer Ave,2013-08-31,1
Bridgeport,Halsted St & Archer Ave,2013-09-01,7
Bridgeport,Halsted St & Archer Ave,2013-09-02,6
Bridgeport,Halsted St & Archer Ave,2013-09-03,2
Bridgeport,Halsted St & Archer Ave,2013-09-04,4
Bridgeport,Halsted St & Archer Ave,2013-09-05,2
Bridgeport,Halsted St & Archer Ave,2013-09-06,2
Bridgeport,Halsted St & Archer Ave,2013-09-08,2
Bridgeport,Halsted St & Archer Ave,2013-09-09,3
Bridgeport,Halsted St & Archer Ave,2013-09-10,1
Bridgeport,Halsted St & Archer Ave,2013-09-11,5
Bridgeport,Halsted St & Archer Ave,2013-09-12,5
Bridgeport,Halsted St & Archer Ave,2013-09-13,4
Bridgeport,Halsted St & Archer Ave,2013-09-14,1
Bridgeport,Halsted St & Archer Ave,2013-09-15,1
Bridgeport,Halsted St & Archer Ave,2013-09-16,4
Bridgeport,Halsted St & Archer Ave,2013-09-17,6
Bridgeport,Halsted St & Archer Ave,2013-09-18,4
Bridgeport,Halsted St & Archer Ave,2013-09-19,10
Bridgeport,Halsted St & Archer Ave,2013-09-20,7
Bridgeport,Halsted St & Archer Ave,2013-09-21,9
Bridgeport,Halsted St & Archer Ave,2013-09-22,1
Bridgeport,Halsted St & Archer Ave,2013-09-23,10
Bridgeport,Halsted St & Archer Ave,2013-09-24,7
Bridgeport,Halsted St & Archer Ave,2013-09-25,9
Bridgeport,Halsted St & Archer Ave,2013-09-26,9
Bridgeport,Halsted St & Archer Ave,2013-09-27,5
Bridgeport,Halsted St & Archer Ave,2013-09-28,7
Bridgeport,Halsted St & Archer Ave,2013-09-29,5
Bridgeport,Halsted St & Archer Ave,2013-09-30,10
Bridgeport,Halsted St & Archer Ave,2013-10-01,16
Bridgeport,Halsted St & Archer Ave,2013-10-02,13
Bridgeport,Halsted St & Archer Ave,2013-10-03,6
Bridgeport,Halsted St & Archer Ave,2013-10-04,12
Bridgeport,Halsted St & Archer Ave,2013-10-05,3
Bridgeport,Halsted St & Archer Ave,2013-10-06,12
Bridgeport,Halsted St & Archer Ave,2013-10-07,9
Bridgeport,Halsted St & Archer Ave,2013-10-08,9
Bridgeport,Halsted St & Archer Ave,2013-10-09,15
Bridgeport,Halsted St & Archer Ave,2013-10-10,9
Bridgeport,Halsted St & Archer Ave,2013-10-11,10
Bridgeport,Halsted St & Archer Ave,2013-10-12,6
Bridgeport,Halsted St & Archer Ave,2013-10-13,20
Bridgeport,Halsted St & Archer Ave,2013-10-14,4
Bridgeport,Halsted St & Archer Ave,2013-10-15,8
Bridgeport,Halsted St & Archer Ave,2013-10-16,11
Bridgeport,Halsted St & Archer Ave,2013-10-17,2
Bridgeport,Halsted St & Archer Ave,2013-10-18,9
Bridgeport,Halsted St & Archer Ave,2013-10-19,6
Bridgeport,Halsted St & Archer Ave,2013-10-20,2
Bridgeport,Halsted St & Archer Ave,2013-10-21,7
Bridgeport,Halsted St & Archer Ave,2013-10-22,5
Bridgeport,Halsted St & Archer Ave,2013-10-23,7
Bridgeport,Halsted St & Archer Ave,2013-10-24,8
Bridgeport,Halsted St & Archer Ave,2013-10-25,5
Bridgeport,Halsted St & Archer Ave,2013-10-26,7
Bridgeport,Halsted St & Archer Ave,2013-10-27,4
Bridgeport,Halsted St & Archer Ave,2013-10-28,6
Bridgeport,Halsted St & Archer Ave,2013-10-29,6
Bridgeport,Halsted St & Archer Ave,2013-10-30,3
Bridgeport,Halsted St & Archer Ave,2013-10-31,2
Bridgeport,Halsted St & Archer Ave,2013-11-01,5
Bridgeport,Halsted St & Archer Ave,2013-11-02,4
Bridgeport,Halsted St & Archer Ave,2013-11-03,7
Bridgeport,Halsted St & Archer Ave,2013-11-04,5
Bridgeport,Halsted St & Archer Ave,2013-11-05,5
Bridgeport,Halsted St & Archer Ave,2013-11-06,1
Bridgeport,Halsted St & Archer Ave,2013-11-07,6
Bridgeport,Halsted St & Archer Ave,2013-11-08,6
Bridgeport,Halsted St & Archer Ave,2013-11-09,6
Bridgeport,Halsted St & Archer Ave,2013-11-10,2
Bridgeport,Halsted St & Archer Ave,2013-11-11,2
Bridgeport,Halsted St & Archer Ave,2013-11-12,1
Bridgeport,Halsted St & Archer Ave,2013-11-13,4
Bridgeport,Halsted St & Archer Ave,2013-11-14,7
Bridgeport,Halsted St & Archer Ave,2013-11-15,7
Bridgeport,Halsted St & Archer Ave,2013-11-16,1
Bridgeport,Halsted St & Archer Ave,2013-11-17,2
Bridgeport,Halsted St & Archer Ave,2013-11-18,6
Bridgeport,Halsted St & Archer Ave,2013-11-19,5
Bridgeport,Halsted St & Archer Ave,2013-11-20,11
Bridgeport,Halsted St & Archer Ave,2013-11-21,8
Bridgeport,Halsted St & Archer Ave,2013-11-22,5
Bridgeport,Halsted St & Archer Ave,2013-11-23,1
Bridgeport,Halsted St & Archer Ave,2013-11-25,3
Bridgeport,Halsted St & Archer Ave,2013-11-26,7
Bridgeport,Halsted St & Archer Ave,2013-11-27,4
Bridgeport,Halsted St & Archer Ave,2013-11-28,1
Bridgeport,Halsted St & Archer Ave,2013-11-29,1
Bridgeport,Halsted St & Archer Ave,2013-11-30,3
Bridgeport,Halsted St & Archer Ave,2013-12-01,4
Bridgeport,Halsted St & Archer Ave,2013-12-02,4
Bridgeport,Halsted St & Archer Ave,2013-12-03,5
Bridgeport,Halsted St & Archer Ave,2013-12-04,4
Bridgeport,Halsted St & Archer Ave,2013-12-05,3
Bridgeport,Halsted St & Archer Ave,2013-12-06,2
Bridgeport,Halsted St & Archer Ave,2013-12-07,3
Bridgeport,Halsted St & Archer Ave,2013-12-08,2
Bridgeport,Halsted St & Archer Ave,2013-12-09,2
Bridgeport,Halsted St & Archer Ave,2013-12-11,2
Bridgeport,Halsted St & Archer Ave,2013-12-12,1
Bridgeport,Halsted St & Archer Ave,2013-12-13,1
Bridgeport,Halsted St & Archer Ave,2013-12-14,1
Bridgeport,Halsted St & Archer Ave,2013-12-15,1
Bridgeport,Halsted St & Archer Ave,2013-12-16,2
Bridgeport,Halsted St & Archer Ave,2013-12-17,1
Bridgeport,Halsted St & Archer Ave,2013-12-18,2
Bridgeport,Halsted St & Archer Ave,2013-12-19,6
Bridgeport,Halsted St & Archer Ave,2013-12-20,3
Bridgeport,Halsted St & Archer Ave,2013-12-21,2
Bridgeport,Halsted St & Archer Ave,2013-12-22,2
Bridgeport,Halsted St & Archer Ave,2013-12-23,3
Bridgeport,Halsted St & Archer Ave,2013-12-24,1
Bridgeport,Halsted St & Archer Ave,2013-12-26,1
Bridgeport,Halsted St & Archer Ave,2013-12-27,5
Bridgeport,Halsted St & Archer Ave,2013-12-28,2
Bridgeport,Halsted St & Archer Ave,2013-12-29,2
Bridgeport,Halsted St & Archer Ave,2013-12-30,1
Bridgeport,Halsted St & Archer Ave,2013-12-31,3
Bridgeport,Morgan St & 31st St,2013-09-13,2
Bridgeport,Morgan St & 31st St,2013-09-14,9
Bridgeport,Morgan St & 31st St,2013-09-16,1
Bridgeport,Morgan St & 31st St,2013-09-17,4
Bridgeport,Morgan St & 31st St,2013-09-18,3
Bridgeport,Morgan St & 31st St,2013-09-19,4
Bridgeport,Morgan St & 31st St,2013-09-20,3
Bridgeport,Morgan St & 31st St,2013-09-21,16
Bridgeport,Morgan St & 31st St,2013-09-22,7
Bridgeport,Morgan St & 31st St,2013-09-23,2
Bridgeport,Morgan St & 31st St,2013-09-24,8
Bridgeport,Morgan St & 31st St,2013-09-25,4
Bridgeport,Morgan St & 31st St,2013-09-26,3
Bridgeport,Morgan St & 31st St,2013-09-27,5
Bridgeport,Morgan St & 31st St,2013-09-28,3
Bridgeport,Morgan St & 31st St,2013-09-29,1
Bridgeport,Morgan St & 31st St,2013-09-30,4
Bridgeport,Morgan St & 31st St,2013-10-01,2
Bridgeport,Morgan St & 31st St,2013-10-02,4
Bridgeport,Morgan St & 31st St,2013-10-03,4
Bridgeport,Morgan St & 31st St,2013-10-04,3
Bridgeport,Morgan St & 31st St,2013-10-05,7
Bridgeport,Morgan St & 31st St,2013-10-06,7
Bridgeport,Morgan St & 31st St,2013-10-07,5
Bridgeport,Morgan St & 31st St,2013-10-08,1
Bridgeport,Morgan St & 31st St,2013-10-09,4
Bridgeport,Morgan St & 31st St,2013-10-10,4
Bridgeport,Morgan St & 31st St,2013-10-11,4
Bridgeport,Morgan St & 31st St,2013-10-12,7
Bridgeport,Morgan St & 31st St,2013-10-13,4
Bridgeport,Morgan St & 31st St,2013-10-14,6
Bridgeport,Morgan St & 31st St,2013-10-15,6
Bridgeport,Morgan St & 31st St,2013-10-16,2
Bridgeport,Morgan St & 31st St,2013-10-18,2
Bridgeport,Morgan St & 31st St,2013-10-19,8
Bridgeport,Morgan St & 31st St,2013-10-20,8
Bridgeport,Morgan St & 31st St,2013-10-21,2
Bridgeport,Morgan St & 31st St,2013-10-23,3
Bridgeport,Morgan St & 31st St,2013-10-24,1
